,id,Years,School,Expert,Union,Married,Black,Hisp,Wage
1047,2220.0,1985.0,14.0,7.0,0.0,0.0,0.0,0.0,2.629008
1048,2227.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.4782797
1049,2227.0,1981.0,12.0,4.0,0.0,1.0,0.0,0.0,1.4457178
1050,2227.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,1.47855
1051,2227.0,1980.0,12.0,3.0,0.0,1.0,0.0,0.0,1.0913246
1052,2227.0,1987.0,12.0,10.0,1.0,1.0,0.0,0.0,1.5891452
1053,2227.0,1986.0,12.0,9.0,0.0,0.0,0.0,0.0,1.4945798
1054,2227.0,1982.0,12.0,5.0,1.0,1.0,0.0,0.0,1.4505527
1055,2227.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,1.549015
1056,2264.0,1984.0,12.0,6.0,1.0,0.0,1.0,0.0,1.6180079
1057,2264.0,1986.0,12.0,8.0,0.0,1.0,1.0,0.0,1.6405337
1058,2264.0,1983.0,12.0,5.0,1.0,0.0,1.0,0.0,1.437728
1059,2264.0,1985.0,12.0,7.0,0.0,0.0,1.0,0.0,-0.5937817
1060,2264.0,1987.0,12.0,9.0,1.0,1.0,1.0,0.0,1.6497698
1061,2264.0,1982.0,12.0,4.0,1.0,0.0,1.0,0.0,1.3814174
1062,2264.0,1981.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0296195
1063,2264.0,1980.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0564374
1064,2306.0,1982.0,9.0,5.0,0.0,1.0,0.0,0.0,1.0058053
1065,2306.0,1981.0,9.0,4.0,0.0,1.0,0.0,0.0,-0.4054651
1066,2306.0,1980.0,9.0,3.0,0.0,0.0,0.0,0.0,1.6497393
1067,2306.0,1984.0,9.0,7.0,0.0,1.0,0.0,0.0,1.4210929
1068,2306.0,1983.0,9.0,6.0,0.0,1.0,0.0,0.0,1.1526936
1069,2306.0,1986.0,9.0,9.0,0.0,1.0,0.0,0.0,1.2381502
1070,2306.0,1987.0,9.0,10.0,0.0,1.0,0.0,0.0,1.7069283
1071,2306.0,1985.0,9.0,8.0,1.0,1.0,0.0,0.0,1.2734853
1072,2312.0,1983.0,13.0,5.0,0.0,1.0,0.0,0.0,1.9921317
1073,2312.0,1981.0,13.0,3.0,0.0,1.0,0.0,0.0,1.7194388
1074,2312.0,1984.0,13.0,6.0,0.0,0.0,0.0,0.0,2.176565
1075,2312.0,1982.0,13.0,4.0,0.0,1.0,0.0,0.0,1.9268922
1076,2312.0,1986.0,13.0,8.0,0.0,0.0,0.0,0.0,2.4013011
1077,2312.0,1980.0,13.0,2.0,0.0,1.0,0.0,0.0,1.6373817
1078,2312.0,1985.0,13.0,7.0,0.0,0.0,0.0,0.0,2.071103
1079,2312.0,1987.0,13.0,9.0,0.0,0.0,0.0,0.0,2.342917
1080,2314.0,1984.0,12.0,9.0,1.0,1.0,0.0,0.0,2.023473
1081,2314.0,1982.0,12.0,7.0,0.0,0.0,0.0,0.0,1.8988004
1082,2314.0,1981.0,12.0,6.0,0.0,0.0,0.0,0.0,1.9293809
1083,2314.0,1986.0,12.0,11.0,1.0,1.0,0.0,0.0,2.0743983
1084,2314.0,1980.0,12.0,5.0,0.0,0.0,0.0,0.0,2.0357862
1085,2314.0,1987.0,12.0,12.0,1.0,1.0,0.0,0.0,2.055235
1086,2314.0,1985.0,12.0,10.0,1.0,1.0,0.0,0.0,2.0110843
1087,2314.0,1983.0,12.0,8.0,0.0,1.0,0.0,0.0,2.0883155
1088,2329.0,1983.0,14.0,4.0,0.0,1.0,0.0,0.0,1.8113849
1089,2329.0,1982.0,14.0,3.0,0.0,1.0,0.0,0.0,2.1080606
1090,2329.0,1984.0,14.0,5.0,0.0,1.0,0.0,0.0,1.743171
1091,2329.0,1981.0,14.0,2.0,0.0,1.0,0.0,0.0,1.763172
1092,2329.0,1987.0,14.0,8.0,0.0,1.0,0.0,0.0,1.8128961
1093,2329.0,1986.0,14.0,7.0,0.0,1.0,0.0,0.0,2.1373355
1094,2329.0,1980.0,14.0,1.0,0.0,1.0,0.0,0.0,1.3790984
1095,2329.0,1985.0,14.0,6.0,0.0,1.0,0.0,0.0,1.9473569
1096,2335.0,1984.0,12.0,9.0,0.0,0.0,0.0,0.0,1.7625891
1097,2335.0,1985.0,12.0,10.0,0.0,0.0,0.0,0.0,1.5146474
1098,2335.0,1981.0,12.0,6.0,0.0,0.0,0.0,0.0,1.5390571
1099,2335.0,1986.0,12.0,11.0,0.0,0.0,0.0,0.0,1.4945798
1100,2335.0,1987.0,12.0,12.0,0.0,1.0,0.0,0.0,1.3014631
1101,2335.0,1982.0,12.0,7.0,0.0,0.0,0.0,0.0,1.2850382
1102,2335.0,1983.0,12.0,8.0,0.0,0.0,0.0,0.0,1.437728
1103,2335.0,1980.0,12.0,5.0,0.0,0.0,0.0,0.0,1.5678881
1104,2341.0,1986.0,11.0,8.0,1.0,0.0,0.0,0.0,2.1664615
1105,2341.0,1985.0,11.0,7.0,1.0,0.0,0.0,0.0,2.0623775
1106,2341.0,1982.0,11.0,4.0,1.0,0.0,0.0,0.0,1.5625162
1107,2341.0,1987.0,11.0,9.0,1.0,0.0,0.0,0.0,2.360254
1108,2341.0,1983.0,11.0,5.0,1.0,0.0,0.0,0.0,1.8441674
1109,2341.0,1981.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0788096
1110,2341.0,1984.0,11.0,6.0,1.0,0.0,0.0,0.0,1.90569
1111,2341.0,1980.0,11.0,2.0,0.0,0.0,0.0,0.0,0.9020412
1112,2351.0,1984.0,11.0,6.0,0.0,0.0,1.0,0.0,1.2082783
1113,2351.0,1985.0,11.0,7.0,0.0,0.0,1.0,0.0,0.9550316
1114,2351.0,1980.0,11.0,2.0,0.0,0.0,1.0,0.0,1.224856
1115,2351.0,1982.0,11.0,4.0,0.0,0.0,1.0,0.0,1.1051234
1116,2351.0,1981.0,11.0,3.0,0.0,0.0,1.0,0.0,0.9346399
1117,2351.0,1987.0,11.0,9.0,0.0,0.0,1.0,0.0,1.4948345
1118,2351.0,1986.0,11.0,8.0,0.0,0.0,1.0,0.0,1.5540032
1119,2351.0,1983.0,11.0,5.0,0.0,0.0,1.0,0.0,1.4402955
1120,2386.0,1982.0,10.0,4.0,0.0,0.0,0.0,1.0,0.5838037
1121,2386.0,1987.0,10.0,9.0,0.0,1.0,0.0,1.0,1.5285739
1122,2386.0,1986.0,10.0,8.0,0.0,0.0,0.0,1.0,1.4762255
1123,2386.0,1980.0,10.0,2.0,1.0,0.0,0.0,1.0,1.197268
1124,2386.0,1983.0,10.0,5.0,0.0,0.0,0.0,1.0,0.92540985
1125,2386.0,1985.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0756137
1126,2386.0,1981.0,10.0,3.0,1.0,0.0,0.0,1.0,0.6295857
1127,2386.0,1984.0,10.0,6.0,0.0,0.0,0.0,1.0,1.1120015
1128,2401.0,1982.0,12.0,7.0,1.0,1.0,0.0,0.0,1.7356415
1129,2401.0,1981.0,12.0,6.0,1.0,1.0,0.0,0.0,1.3062516
1130,2401.0,1983.0,12.0,8.0,0.0,1.0,0.0,0.0,1.6822481
1131,2401.0,1987.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0067024
1132,2401.0,1980.0,12.0,5.0,1.0,1.0,0.0,0.0,1.1866901
1133,2401.0,1986.0,12.0,11.0,1.0,0.0,0.0,0.0,2.0266075
1134,2401.0,1984.0,12.0,9.0,1.0,1.0,0.0,0.0,1.8729776
1135,2401.0,1985.0,12.0,10.0,1.0,1.0,0.0,0.0,1.9059831
1136,2413.0,1985.0,12.0,9.0,1.0,1.0,0.0,0.0,2.1137965
1137,2413.0,1987.0,12.0,11.0,1.0,1.0,0.0,0.0,2.2822924
1138,2413.0,1986.0,12.0,10.0,1.0,1.0,0.0,0.0,2.1791103
1139,2413.0,1981.0,12.0,5.0,1.0,0.0,0.0,0.0,2.1900165
1140,2413.0,1980.0,12.0,4.0,1.0,0.0,0.0,0.0,2.185739
1141,2413.0,1984.0,12.0,8.0,1.0,1.0,0.0,0.0,2.1433616
1142,2413.0,1982.0,12.0,6.0,1.0,1.0,0.0,0.0,2.1892564
1143,2413.0,1983.0,12.0,7.0,1.0,1.0,0.0,0.0,2.1020634
1144,2421.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,1.1435499
1145,2421.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,1.3124245
1146,2421.0,1986.0,12.0,9.0,0.0,1.0,0.0,0.0,1.1262324
1147,2421.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.3787396
1148,2421.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,1.0678483
1149,2421.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.2669928
1150,2421.0,1981.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0498221
1151,2421.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,1.2283778
1152,2445.0,1981.0,12.0,5.0,0.0,0.0,0.0,0.0,1.5475069
1153,2445.0,1983.0,12.0,7.0,0.0,1.0,0.0,0.0,1.2193295
1154,2445.0,1986.0,12.0,10.0,0.0,1.0,0.0,0.0,1.7347041
1155,2445.0,1984.0,12.0,8.0,0.0,1.0,0.0,0.0,1.4783219
1156,2445.0,1985.0,12.0,9.0,0.0,1.0,0.0,0.0,2.0212944
1157,2445.0,1982.0,12.0,6.0,0.0,1.0,0.0,0.0,1.3350579
1158,2445.0,1980.0,12.0,4.0,1.0,1.0,0.0,0.0,1.4625276
1159,2445.0,1987.0,12.0,11.0,0.0,1.0,0.0,0.0,1.7854097
1160,2451.0,1986.0,12.0,8.0,0.0,1.0,0.0,0.0,2.0664723
1161,2451.0,1984.0,12.0,6.0,0.0,1.0,0.0,0.0,1.8050866
1162,2451.0,1983.0,12.0,5.0,0.0,1.0,0.0,0.0,1.7811207
1163,2451.0,1980.0,12.0,2.0,0.0,1.0,0.0,0.0,1.6021502
1164,2451.0,1982.0,12.0,4.0,0.0,1.0,0.0,0.0,1.7392936
1165,2451.0,1985.0,12.0,7.0,0.0,1.0,0.0,0.0,2.0996568
1166,2451.0,1987.0,12.0,9.0,0.0,1.0,0.0,0.0,1.9300718
1167,2451.0,1981.0,12.0,3.0,0.0,1.0,0.0,0.0,1.6347557
1168,2494.0,1986.0,13.0,10.0,1.0,1.0,0.0,0.0,1.9649179
1169,2494.0,1980.0,13.0,4.0,0.0,0.0,0.0,0.0,0.33982608
1170,2494.0,1983.0,13.0,7.0,0.0,1.0,0.0,0.0,0.98079014
1171,2494.0,1984.0,13.0,8.0,1.0,1.0,0.0,0.0,1.5887914
1172,2494.0,1987.0,13.0,11.0,1.0,1.0,0.0,0.0,1.9891309
1173,2494.0,1985.0,13.0,9.0,1.0,1.0,0.0,0.0,1.8214505
1174,2494.0,1981.0,13.0,5.0,0.0,1.0,0.0,0.0,0.7121954
1175,2494.0,1982.0,13.0,6.0,1.0,1.0,0.0,0.0,1.1443212
1176,2508.0,1985.0,13.0,8.0,0.0,1.0,0.0,0.0,2.1103392
1177,2508.0,1983.0,13.0,6.0,0.0,1.0,0.0,0.0,2.1012747
1178,2508.0,1987.0,13.0,10.0,0.0,1.0,0.0,0.0,2.0768876
1179,2508.0,1982.0,13.0,5.0,0.0,1.0,0.0,0.0,1.9731729
1180,2508.0,1981.0,13.0,4.0,0.0,1.0,0.0,0.0,1.8478489
1181,2508.0,1980.0,13.0,3.0,0.0,0.0,0.0,0.0,1.9180032
1182,2508.0,1986.0,13.0,9.0,0.0,1.0,0.0,0.0,2.0871856
1183,2508.0,1984.0,13.0,7.0,0.0,1.0,0.0,0.0,2.0454519
1184,2535.0,1983.0,12.0,7.0,0.0,1.0,0.0,0.0,1.5626706
1185,2535.0,1985.0,12.0,9.0,0.0,1.0,0.0,0.0,1.5358496
1186,2535.0,1981.0,12.0,5.0,1.0,1.0,0.0,0.0,1.6555936
1187,2535.0,1986.0,12.0,10.0,1.0,1.0,0.0,0.0,1.5635726
1188,2535.0,1980.0,12.0,4.0,1.0,1.0,0.0,0.0,1.7112262
1189,2535.0,1984.0,12.0,8.0,0.0,1.0,0.0,0.0,1.6412034
1190,2535.0,1982.0,12.0,6.0,0.0,1.0,0.0,0.0,1.680934
1191,2535.0,1987.0,12.0,11.0,0.0,1.0,0.0,0.0,1.6189982
1192,2540.0,1980.0,10.0,2.0,0.0,0.0,0.0,0.0,0.9486405
1193,2540.0,1984.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0694419
1194,2540.0,1983.0,10.0,5.0,0.0,0.0,0.0,0.0,1.2197258
1195,2540.0,1986.0,10.0,8.0,0.0,1.0,0.0,0.0,1.0302742
1196,2540.0,1982.0,10.0,4.0,1.0,0.0,0.0,0.0,1.2754688
1197,2540.0,1981.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0673862
1198,2540.0,1987.0,10.0,9.0,0.0,1.0,0.0,0.0,1.4416097
1199,2540.0,1985.0,10.0,7.0,0.0,1.0,0.0,0.0,1.2446879
1200,2685.0,1983.0,13.0,5.0,0.0,0.0,0.0,0.0,2.2670074
1201,2685.0,1987.0,13.0,9.0,0.0,0.0,0.0,0.0,2.5777566
1202,2685.0,1984.0,13.0,6.0,0.0,0.0,0.0,0.0,2.3694239
1203,2685.0,1982.0,13.0,4.0,0.0,0.0,0.0,0.0,2.0988991
1204,2685.0,1980.0,13.0,2.0,0.0,0.0,0.0,0.0,1.8400416
1205,2685.0,1981.0,13.0,3.0,0.0,0.0,0.0,0.0,1.7981492
1206,2685.0,1986.0,13.0,8.0,0.0,0.0,0.0,0.0,2.4528346
1207,2685.0,1985.0,13.0,7.0,0.0,0.0,0.0,0.0,2.396051
1208,2711.0,1987.0,12.0,9.0,1.0,0.0,0.0,0.0,1.5891452
1209,2711.0,1983.0,12.0,5.0,0.0,0.0,0.0,0.0,1.115516
1210,2711.0,1984.0,12.0,6.0,1.0,0.0,0.0,0.0,1.2330507
1211,2711.0,1980.0,12.0,2.0,1.0,1.0,0.0,0.0,1.2193866
1212,2711.0,1986.0,12.0,8.0,0.0,0.0,0.0,0.0,1.5707469
1213,2711.0,1985.0,12.0,7.0,0.0,1.0,0.0,0.0,1.3604966
1214,2711.0,1982.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0393692
1215,2711.0,1981.0,12.0,3.0,0.0,1.0,0.0,0.0,1.2951888
1216,2718.0,1986.0,11.0,9.0,1.0,0.0,1.0,0.0,2.35203
1217,2718.0,1982.0,11.0,5.0,1.0,0.0,1.0,0.0,2.262211
1218,2718.0,1987.0,11.0,10.0,1.0,0.0,1.0,0.0,2.313064
1219,2718.0,1981.0,11.0,4.0,1.0,1.0,1.0,0.0,2.1561565
1220,2718.0,1983.0,11.0,6.0,1.0,0.0,1.0,0.0,2.2850258
1221,2718.0,1980.0,11.0,3.0,1.0,1.0,1.0,0.0,2.1411467
1222,2718.0,1985.0,11.0,8.0,1.0,0.0,1.0,0.0,2.3095772
1223,2718.0,1984.0,11.0,7.0,1.0,0.0,1.0,0.0,2.4363182
1224,2721.0,1980.0,9.0,6.0,0.0,1.0,0.0,0.0,1.5433097
1225,2721.0,1982.0,9.0,8.0,1.0,1.0,0.0,0.0,1.5029508
1226,2721.0,1987.0,9.0,13.0,0.0,1.0,0.0,0.0,1.0207012
1227,2721.0,1984.0,9.0,10.0,1.0,1.0,0.0,0.0,0.23111272
1228,2721.0,1986.0,9.0,12.0,0.0,1.0,0.0,0.0,0.9096462
1229,2721.0,1981.0,9.0,7.0,0.0,1.0,0.0,0.0,1.562185
1230,2721.0,1983.0,9.0,9.0,0.0,1.0,0.0,0.0,0.880942
1231,2721.0,1985.0,9.0,11.0,0.0,1.0,0.0,0.0,1.2008666
1232,2733.0,1984.0,12.0,8.0,1.0,1.0,1.0,0.0,1.0100185
1233,2733.0,1985.0,12.0,9.0,0.0,1.0,1.0,0.0,1.0537664
1234,2733.0,1980.0,12.0,4.0,0.0,0.0,1.0,0.0,0.7548524
1235,2733.0,1986.0,12.0,10.0,0.0,1.0,1.0,0.0,0.92501366
1236,2733.0,1987.0,12.0,11.0,0.0,1.0,1.0,0.0,0.9024289
1237,2733.0,1982.0,12.0,6.0,1.0,1.0,1.0,0.0,1.0171589
1238,2733.0,1981.0,12.0,5.0,0.0,0.0,1.0,0.0,1.0886619
1239,2733.0,1983.0,12.0,7.0,0.0,1.0,1.0,0.0,0.9897033
1240,2741.0,1986.0,12.0,11.0,0.0,1.0,0.0,0.0,1.6281111
1241,2741.0,1982.0,12.0,7.0,0.0,1.0,0.0,0.0,1.2850382
1242,2741.0,1981.0,12.0,6.0,0.0,1.0,0.0,0.0,1.3470737
1243,2741.0,1987.0,12.0,12.0,0.0,1.0,0.0,0.0,1.6787573
1244,2741.0,1985.0,12.0,10.0,0.0,1.0,0.0,0.0,1.4405394
1245,2741.0,1984.0,12.0,9.0,1.0,1.0,0.0,0.0,1.4356863
1246,2741.0,1980.0,12.0,5.0,0.0,1.0,0.0,0.0,1.4479996
1247,2741.0,1983.0,12.0,8.0,0.0,1.0,0.0,0.0,1.3507166
1248,2745.0,1986.0,12.0,9.0,0.0,0.0,0.0,0.0,1.6887358
1249,2745.0,1981.0,12.0,4.0,1.0,0.0,0.0,0.0,1.6835458
1250,2745.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,1.6180079
1251,2745.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,1.6608716
1252,2745.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.7883254
1253,2745.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,1.8728249
1254,2745.0,1987.0,12.0,10.0,0.0,0.0,0.0,0.0,1.7609955
1255,2745.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.6481787
1256,2751.0,1987.0,12.0,11.0,1.0,1.0,1.0,0.0,1.9520507
1257,2751.0,1980.0,12.0,4.0,1.0,0.0,1.0,0.0,1.6021502
1258,2751.0,1982.0,12.0,6.0,1.0,1.0,1.0,0.0,1.6676887
1259,2751.0,1986.0,12.0,10.0,0.0,1.0,1.0,0.0,1.7458942
1260,2751.0,1981.0,12.0,5.0,0.0,1.0,1.0,0.0,1.5702173
1261,2751.0,1983.0,12.0,7.0,1.0,1.0,1.0,0.0,1.3548672
1262,2751.0,1985.0,12.0,9.0,1.0,1.0,1.0,0.0,1.5146474
1263,2751.0,1984.0,12.0,8.0,1.0,1.0,1.0,0.0,1.5187097
1264,2774.0,1987.0,14.0,10.0,0.0,1.0,0.0,0.0,1.907599
1265,2774.0,1985.0,14.0,8.0,0.0,1.0,0.0,0.0,2.0110843
1266,2774.0,1986.0,14.0,9.0,0.0,1.0,0.0,0.0,2.0335763
1267,2774.0,1982.0,14.0,5.0,0.0,1.0,0.0,0.0,2.297708
1268,2774.0,1984.0,14.0,7.0,0.0,1.0,0.0,0.0,2.1864033
1269,2774.0,1980.0,14.0,3.0,0.0,1.0,0.0,0.0,1.9786278
1270,2774.0,1983.0,14.0,6.0,0.0,1.0,0.0,0.0,2.0857549
1271,2774.0,1981.0,14.0,4.0,0.0,1.0,0.0,0.0,2.1490753
1272,2801.0,1987.0,10.0,9.0,1.0,1.0,0.0,0.0,1.5242965
1273,2801.0,1986.0,10.0,8.0,0.0,1.0,0.0,0.0,1.3716817
1274,2801.0,1981.0,10.0,3.0,0.0,1.0,0.0,0.0,1.2819344
1275,2801.0,1982.0,10.0,4.0,0.0,1.0,0.0,0.0,1.2538781
1276,2801.0,1985.0,10.0,7.0,0.0,1.0,0.0,0.0,1.2737361
1277,2801.0,1980.0,10.0,2.0,1.0,0.0,0.0,0.0,1.1095451
1278,2801.0,1984.0,10.0,6.0,0.0,0.0,0.0,0.0,1.2613329
1279,2801.0,1983.0,10.0,5.0,0.0,0.0,0.0,0.0,1.2650684
1280,2813.0,1982.0,13.0,4.0,0.0,1.0,0.0,0.0,1.6276189
1281,2813.0,1987.0,13.0,9.0,0.0,1.0,0.0,0.0,1.631644
1282,2813.0,1980.0,13.0,2.0,0.0,1.0,0.0,0.0,0.62408215
1283,2813.0,1983.0,13.0,5.0,0.0,1.0,0.0,0.0,1.6222899
1284,2813.0,1984.0,13.0,6.0,0.0,1.0,0.0,0.0,1.6202729
1285,2813.0,1981.0,13.0,3.0,0.0,1.0,0.0,0.0,1.2615515
1286,2813.0,1986.0,13.0,8.0,0.0,1.0,0.0,0.0,1.7177234
1287,2813.0,1985.0,13.0,7.0,0.0,1.0,0.0,0.0,1.5957322
1288,2833.0,1983.0,12.0,5.0,0.0,1.0,0.0,0.0,1.8879063
1289,2833.0,1981.0,12.0,3.0,0.0,1.0,0.0,0.0,1.7889065
1290,2833.0,1980.0,12.0,2.0,0.0,1.0,0.0,0.0,1.8913349
1291,2833.0,1987.0,12.0,9.0,0.0,1.0,0.0,0.0,1.833491
1292,2833.0,1986.0,12.0,8.0,0.0,1.0,0.0,0.0,1.9228108
1293,2833.0,1984.0,12.0,6.0,0.0,1.0,0.0,0.0,1.8470064
1294,2833.0,1985.0,12.0,7.0,0.0,1.0,0.0,0.0,1.8889439
1295,2833.0,1982.0,12.0,4.0,0.0,1.0,0.0,0.0,1.8350846
1296,2839.0,1985.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0260558
1297,2839.0,1983.0,13.0,6.0,0.0,0.0,0.0,0.0,1.6405329
1298,2839.0,1981.0,13.0,4.0,0.0,0.0,0.0,0.0,1.6471783
1299,2839.0,1980.0,13.0,3.0,0.0,0.0,0.0,0.0,1.554879
1300,2839.0,1986.0,13.0,9.0,0.0,0.0,0.0,0.0,1.9465649
1301,2839.0,1987.0,13.0,10.0,0.0,0.0,0.0,0.0,1.9735569
1302,2839.0,1982.0,13.0,5.0,0.0,0.0,0.0,0.0,1.6864953
1303,2839.0,1984.0,13.0,7.0,0.0,0.0,0.0,0.0,1.743171
1304,2842.0,1982.0,13.0,6.0,0.0,0.0,0.0,0.0,1.6914936
1305,2842.0,1980.0,13.0,4.0,0.0,0.0,0.0,0.0,1.4792521
1306,2842.0,1981.0,13.0,5.0,0.0,0.0,0.0,0.0,1.8257117
1307,2842.0,1986.0,13.0,10.0,0.0,0.0,0.0,0.0,2.8261843
1308,2842.0,1987.0,13.0,11.0,0.0,0.0,0.0,0.0,2.4111252
1309,2842.0,1985.0,13.0,9.0,0.0,0.0,0.0,0.0,1.9831136
1310,2842.0,1983.0,13.0,7.0,0.0,0.0,0.0,0.0,1.8087918
1311,2842.0,1984.0,13.0,8.0,0.0,0.0,0.0,0.0,1.9825673
1312,2866.0,1984.0,9.0,7.0,0.0,1.0,0.0,0.0,1.9392127
1313,2866.0,1986.0,9.0,9.0,0.0,1.0,0.0,0.0,2.284577
1314,2866.0,1982.0,9.0,5.0,0.0,1.0,0.0,0.0,2.0407536
1315,2866.0,1987.0,9.0,10.0,0.0,1.0,0.0,0.0,1.9367043
1316,2866.0,1981.0,9.0,4.0,1.0,1.0,0.0,0.0,1.4943788
1317,2866.0,1985.0,9.0,8.0,0.0,1.0,0.0,0.0,2.0886629
1318,2866.0,1980.0,9.0,3.0,0.0,0.0,0.0,0.0,1.3368503
1319,2866.0,1983.0,9.0,6.0,0.0,1.0,0.0,0.0,1.992973
1320,2868.0,1983.0,13.0,6.0,0.0,1.0,0.0,0.0,1.8985432
1321,2868.0,1980.0,13.0,3.0,1.0,0.0,0.0,0.0,2.293602
1322,2868.0,1985.0,13.0,8.0,0.0,1.0,0.0,0.0,2.1435566
1323,2868.0,1987.0,13.0,10.0,0.0,1.0,0.0,0.0,2.0713496
1324,2868.0,1984.0,13.0,7.0,0.0,1.0,0.0,0.0,2.0076208
1325,2868.0,1986.0,13.0,9.0,0.0,1.0,0.0,0.0,3.397526
1326,2868.0,1982.0,13.0,5.0,0.0,0.0,0.0,0.0,1.812653
1327,2868.0,1981.0,13.0,4.0,0.0,0.0,0.0,0.0,1.5657367
1328,2874.0,1983.0,9.0,7.0,0.0,0.0,0.0,1.0,1.2066163
1329,2874.0,1986.0,9.0,10.0,0.0,0.0,0.0,1.0,1.1982378
1330,2874.0,1985.0,9.0,9.0,0.0,0.0,0.0,1.0,1.3273968
1331,2874.0,1984.0,9.0,8.0,0.0,0.0,0.0,1.0,1.1857237
1332,2874.0,1980.0,9.0,4.0,0.0,0.0,0.0,1.0,0.3789327
1333,2874.0,1982.0,9.0,6.0,0.0,0.0,0.0,1.0,0.74652267
1334,2874.0,1981.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0751399
1335,2874.0,1987.0,9.0,11.0,0.0,0.0,0.0,1.0,1.4086568
1336,2916.0,1986.0,12.0,8.0,0.0,0.0,0.0,0.0,1.4204718
1337,2916.0,1987.0,12.0,9.0,0.0,0.0,0.0,0.0,1.6464777
1338,2916.0,1980.0,12.0,2.0,0.0,0.0,0.0,0.0,1.184034
1339,2916.0,1983.0,12.0,5.0,0.0,0.0,0.0,0.0,1.7254101
1340,2916.0,1985.0,12.0,7.0,0.0,0.0,0.0,0.0,0.94193095
1341,2916.0,1984.0,12.0,6.0,0.0,0.0,0.0,0.0,1.9751245
1342,2916.0,1981.0,12.0,3.0,0.0,0.0,0.0,0.0,1.7186639
1343,2916.0,1982.0,12.0,4.0,0.0,0.0,0.0,0.0,1.6964984
1344,2951.0,1983.0,9.0,9.0,0.0,0.0,1.0,0.0,0.8325664
1345,2951.0,1981.0,9.0,7.0,0.0,0.0,1.0,0.0,1.2039728
1346,2951.0,1985.0,9.0,11.0,0.0,0.0,1.0,0.0,1.3604966
1347,2951.0,1984.0,9.0,10.0,0.0,0.0,1.0,0.0,1.1822374
1348,2951.0,1987.0,9.0,13.0,0.0,0.0,1.0,0.0,1.3815058
1349,2951.0,1980.0,9.0,6.0,0.0,0.0,1.0,0.0,1.1627243
1350,2951.0,1982.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0808772
1351,2951.0,1986.0,9.0,12.0,0.0,0.0,1.0,0.0,1.357177
1352,2980.0,1980.0,15.0,2.0,0.0,1.0,0.0,0.0,1.6665612
1353,2980.0,1983.0,15.0,5.0,0.0,1.0,0.0,0.0,1.5778747
1354,2980.0,1986.0,15.0,8.0,0.0,1.0,0.0,0.0,1.8005272
1355,2980.0,1987.0,15.0,9.0,0.0,1.0,0.0,0.0,1.9607087
1356,2980.0,1984.0,15.0,6.0,0.0,1.0,0.0,0.0,1.1145034
1357,2980.0,1981.0,15.0,3.0,0.0,1.0,0.0,0.0,1.3375041
1358,2980.0,1982.0,15.0,4.0,0.0,1.0,0.0,0.0,1.3724611
1359,2980.0,1985.0,15.0,7.0,0.0,1.0,0.0,0.0,1.7080188
1360,2994.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,1.920218
1361,2994.0,1982.0,12.0,5.0,0.0,1.0,0.0,0.0,1.7318096
1362,2994.0,1986.0,12.0,9.0,0.0,1.0,0.0,0.0,2.0500574
1363,2994.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,1.531016
1364,2994.0,1981.0,12.0,4.0,0.0,0.0,0.0,0.0,1.316561
1365,2994.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.5783657
1366,2994.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,1.9465072
1367,2994.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.3048987
1368,2997.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,2.0434005
1369,2997.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.400209
1370,2997.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.7729089
1371,2997.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,1.9077144
