ID,Brand,Model,Year_of_production,Type,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box,Drive_wheels,Doors,Color,Airbags,Tax,Price
45804567,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,168126 km,4.0,Automatic,Front,04-May,Silver,4,836,21181
45781992,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4 Turbo,70400 km,4.0,Automatic,Front,04-May,Black,0,738,24462
45732882,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,53341 km,4.0,Automatic,Front,04-May,Silver,4,765,10349
45806562,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035 km,4.0,Automatic,Front,04-May,Red,12,1249,4234
45798314,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,28332 km,4.0,Automatic,Front,04-May,Silver,4,730,18503
45804846,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,111589 km,4.0,Automatic,Front,04-May,Silver,4,765,37125
45805001,LEXUS,RX 350,2016,Jeep,No,Petrol,3.5,0 km,6.0,Automatic,4x4,04-May,White,0,1493,64604
45802455,HYUNDAI,Grandeur,2016,Sedan,Yes,LPG,3,31045 km,4.0,Automatic,Front,04-May,Black,4,1292,23301
45788157,CHEVROLET,Malibu,2017,Sedan,No,Petrol,1.5 Turbo,96000 km,4.0,Tiptronic,Front,04-May,Silver,12,784,22580
45416975,HYUNDAI,Sonata,2017,Sedan,No,Petrol,2.4,50000 km,4.0,Tiptronic,Front,04-May,White,10,1202,25089
45804389,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,138196 km,4.0,Automatic,Front,04-May,Silver,4,836,15423
45723475,FORD,Fusion,2013,Sedan,No,Petrol,1.5 Turbo,100000 km,4.0,Automatic,Front,04-May,Black,8,502,19444
45809013,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,100741 km,4.0,Automatic,Front,04-May,Black,4,1172,50767
45764287,OPEL,Zafira,2000,Goods wagon,No,Petrol,1.8,130000 km,4.0,Manual,Front,04-May,Silver,0,1522,6272
45760760,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,186554 km,4.0,Automatic,Front,04-May,White,12,779,6743
45802227,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,113293 km,4.0,Automatic,Front,04-May,White,4,1091,35005
42866426,MITSUBISHI,Outlander,2015,Jeep,No,Petrol,2.4,64467 km,4.0,Automatic,4x4,04-May,White,8,900,25559
45530515,NISSAN,Navara,2007,Pickup,No,Diesel,2.5 Turbo,220000 km,4.0,Automatic,4x4,04-May,Silver,8,1588,25716
45797835,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,61142 km,4.0,Automatic,Front,04-May,Silver,4,862,21953
45809851,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,121324 km,4.0,Automatic,Front,04-May,White,4,501,12334
45810014,NISSAN,March,2015,Hatchback,Yes,Petrol,1.2,23603 km,4.0,Automatic,Front,04-May,Blue,4,494,23935
45773583,FORD,Fusion,2011,Sedan,Yes,Hybrid,2.5,82603 km,4.0,Automatic,Front,04-May,Blue,0,862,12544
45730760,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,1.6,8737 km,4.0,Automatic,Front,04-May,White,4,879,47377
45381193,HYUNDAI,Tucson SE,2017,Jeep,No,Petrol,1.6 Turbo,28897 km,4.0,Automatic,4x4,04-May,Grey,10,831,30734
45758367,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,123163 km,4.0,Automatic,Front,04-May,Silver,0,474,8781
45644424,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,04-May,White,12,781,3607
45768877,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,100800 km,4.0,Automatic,Front,04-May,White,12,650,18189
45764881,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6.0,Automatic,4x4,04-May,Silver,12,1172,16621
45813255,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,167045 km,4.0,Automatic,Front,04-May,Grey,12,779,4077
45782176,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8 Turbo,267015 km,4.0,Tiptronic,Front,04-May,Silver,12,585,17876
45766575,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186 km,6.0,Automatic,Rear,04-May,White,12,1018,9879
45769193,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186 km,6.0,Automatic,Rear,04-May,White,12,1018,9879
45803170,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,384607 km,4.0,Automatic,Front,04-May,Orange,4,891,10349
45769653,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6.0,Automatic,4x4,04-May,Black,12,1399,12388
45793523,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,48524 km,4.0,Automatic,Front,04-May,Beige,4,1288,5645
45802792,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,163472 km,4.0,Automatic,Front,04-May,Grey,4,639,40983
45732373,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,140097 km,4.0,Automatic,Front,04-May,Blue,4,1017,53759
45732382,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,106806 km,4.0,Automatic,Front,04-May,Grey,4,639,45025
45760740,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2,109555 km,4.0,Automatic,Front,04-May,White,0,891,8311
45809872,HONDA,Civic,2018,Sedan,Yes,Petrol,1.5,17992 km,4.0,Automatic,Front,04-May,Blue,4,831,60831
45766306,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,5.5,101424 km,8.0,Automatic,4x4,04-May,Grey,12,1604,32302
45798077,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,86660 km,4.0,Automatic,Front,04-May,Silver,4,687,13178
45804422,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,65731 km,4.0,Automatic,Front,04-May,Red,4,753,25264
45801406,HYUNDAI,Accent,2016,Sedan,Yes,Diesel,1.6,32104 km,4.0,Automatic,Front,04-May,White,4,730,15681
45803266,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,31143 km,4.0,Automatic,Front,04-May,White,4,1017,14113
45731426,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,117917 km,4.0,Automatic,Front,04-May,Silver,4,777,35902
45730678,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,76553 km,4.0,Automatic,Front,04-May,White,4,730,37611
45803614,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,82111 km,4.0,Automatic,Front,04-May,White,4,1024,19441
45802585,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,142655 km,4.0,Automatic,Front,04-May,Grey,4,765,39559
45751298,HYUNDAI,Tucson,2019,Sedan,Yes,Petrol,2,31200 km,4.0,Automatic,4x4,04-May,Blue,12,1077,22580
45471442,VOLKSWAGEN,Passat SE,2015,Sedan,Yes,Petrol,1.8,91103 km,4.0,Automatic,Front,04-May,Black,8,697,13485
45769765,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,131000 km,4.0,Automatic,Front,04-May,Black,12,394,21953
45798046,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,83473 km,4.0,Automatic,Front,04-May,Black,4,687,12777
45258871,FORD,Focus,2014,Sedan,No,Petrol,2,87000 km,4.0,Automatic,Front,04-May,Golden,16,639,12544
45803708,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,167157 km,4.0,Automatic,Front,04-May,Grey,4,640,27435
45523517,TOYOTA,CHR,2019,Coupe,Yes,Petrol,2,5219 km,4.0,Automatic,Front,04-May,White,12,1077,6586
45797959,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,175237 km,4.0,Automatic,Front,04-May,Silver,4,583,16894
45804763,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,106553 km,4.0,Automatic,Front,04-May,White,4,770,34836
45814823,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,55811 km,4.0,Automatic,Front,04-May,Black,12,777,6272
45810178,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,1.6,38254 km,4.0,Automatic,Front,04-May,Grey,4,790,8947
45113358,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,204000 km,4.0,Automatic,Front,04-May,Golden,8,843,7840
45797984,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,79995 km,4.0,Automatic,Front,04-May,Silver,4,687,16543
45808869,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,56571 km,4.0,Automatic,Front,04-May,White,4,1273,73134
45800808,HYUNDAI,Elantra,2014,Sedan,No,Diesel,1.8,105000 km,4.0,Tiptronic,Front,04-May,Silver,6,584,12544
45646695,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Black,12,609,9722
45801321,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,66000 km,4.0,Automatic,Front,04-May,Silver,12,1017,17559
45726832,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,155255 km,4.0,Automatic,Front,04-May,Orange,4,642,23239
45805624,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2.5,156800 km,4.0,Automatic,Front,04-May,Blue,12,862,14113
45433610,HONDA,FIT,2010,Hatchback,No,Petrol,1.5,129000 km,4.0,Automatic,Front,04-May,Blue,0,649,11917
44440062,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Petrol,2.8,123000 km,6.0,Manual,Rear,04-May,White,8,1768,18817
45810865,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,132462 km,4.0,Variator,Front,04-May,White,7,503,15367
45797454,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,100963 km,4.0,Automatic,Front,04-May,Silver,4,687,10406
45802365,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,54862 km,4.0,Automatic,Front,04-May,Yellow,4,862,14897
45808643,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,169765 km,4.0,Automatic,Front,04-May,Silver,12,707,3607
45730862,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,64071 km,4.0,Automatic,Front,04-May,Blue,4,730,43868
45792286,KIA,Optima,2014,Sedan,Yes,Petrol,2,36545 km,4.0,Automatic,Front,04-May,White,4,638,16778
45758109,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Black,0,1363,52059
45802872,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,110000 km,4.0,Automatic,Front,04-May,Grey,4,765,47217
45804444,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,88000 km,4.0,Automatic,Front,04-May,Grey,4,753,32305
45802982,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,45881 km,4.0,Automatic,Front,04-May,White,4,640,28391
44921934,HONDA,Hr-v EX,2015,Jeep,No,Petrol,1.8,33330 km,4.0,Automatic,4x4,04-May,Grey,8,697,21169
45730886,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,61506 km,4.0,Automatic,Front,04-May,White,4,831,43281
45796920,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,188000 km,4.0,Automatic,Front,04-May,Silver,4,1249,34692
45695879,BMW,X1,2015,Jeep,Yes,Petrol,2,98162 km,4.0,Tiptronic,4x4,04-May,Black,12,765,22894
45766300,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915 km,4.0,Automatic,Rear,04-May,White,12,834,27284
45769247,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Black,0,1811,39829
45730593,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104860 km,4.0,Automatic,Front,04-May,Silver,4,583,20297
45797291,HYUNDAI,Genesis,2015,Sedan,Yes,Petrol,3.8,121758 km,4.0,Automatic,Front,04-May,White,4,1375,46207
39689487,DODGE,Challenger,2013,Coupe,No,Petrol,3.6,156192 km,2.0,Manual,Rear,04-May,Blue,12,1083,23521
45815355,LEXUS,IS 350,2011,Sedan,Yes,Petrol,3.5,259066 km,6.0,Automatic,4x4,04-May,Silver,12,1172,8154
45766617,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Black,0,1646,73071
45804761,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,117470 km,4.0,Automatic,Front,04-May,Silver,4,891,33575
45717260,FORD,Focus,2013,Hatchback,No,Petrol,2,148000 km,4.0,Automatic,Front,04-May,Red,5,640,13485
45804668,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,52249 km,4.0,Automatic,Front,04-May,Grey,4,707,15524
45292910,FORD,Transit Connect,2011,Goods wagon,No,Diesel,1.8 Turbo,180000 km,4.0,Manual,Front,02-Mar,Green,2,645,12500
45791826,HYUNDAI,Sonata,2013,Sedan,No,Hybrid,2.4,61000 km,6.0,Tiptronic,Front,04-May,White,12,751,15053
45813415,BMW,X6,2011,Jeep,Yes,Petrol,4.4,147677 km,8.0,Automatic,4x4,04-May,Red,12,1451,8154
45637564,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,68000 km,4.0,Automatic,Front,04-May,Silver,5,781,18503
45797370,HYUNDAI,I30,2010,Sedan,Yes,Diesel,1.6,72140 km,4.0,Automatic,Front,04-May,Silver,4,687,9261
45797747,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,113516 km,4.0,Automatic,Front,04-May,Black,4,531,19416
45798315,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31151 km,4.0,Automatic,Front,04-May,Silver,4,730,18503
45803317,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,19088 km,4.0,Automatic,Front,04-May,White,4,891,21918
45768920,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6.0,Automatic,Rear,04-May,Black,12,1624,5018
45805885,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,212000 km,4.0,Variator,Front,04-May,Black,9,586,15994
41078749,HONDA,Civic Hybrid,2012,Sedan,Yes,Hybrid,1.5,141302 km,4.0,Variator,Front,04-May,Sky blue,12,503,6272
45793624,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,67558 km,4.0,Automatic,Front,04-May,Black,4,1282,7188
45732588,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,75540 km,4.0,Automatic,Front,04-May,White,4,891,57961
45810163,CHEVROLET,Lacetti,2009,Sedan,Yes,Petrol,1.6,219236 km,4.0,Automatic,Front,04-May,Black,4,790,9800
45792343,KIA,Optima,2015,Sedan,Yes,Petrol,2,41088 km,4.0,Automatic,Front,04-May,Black,4,764,17092
45801623,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,132421 km,4.0,Automatic,Front,04-May,Silver,4,531,20005
45804909,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,41674 km,4.0,Automatic,Front,04-May,Grey,4,891,31653
45765604,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6.0,Automatic,4x4,04-May,Black,12,1817,31675
44803786,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,148000 km,4.0,Tiptronic,Front,04-May,Grey,10,475,10036
45773340,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4.0,Automatic,Front,04-May,Black,12,394,5959
45802772,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,58776 km,4.0,Automatic,Front,04-May,White,4,836,12554
45765640,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4,57554 km,6.0,Automatic,4x4,04-May,Silver,12,1194,19130
45810224,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000 km,4.0,Automatic,Front,04-May,Grey,4,753,17346
45091412,MITSUBISHI,Eclipse ES,2018,Jeep,No,Petrol,1.5 Turbo,17123 km,4.0,Automatic,4x4,04-May,Silver,8,831,27441
45802943,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,53114 km,4.0,Automatic,Front,04-May,Silver,4,836,14050
45806346,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,83200 km,4.0,Tiptronic,Front,04-May,Silver,6,1017,27598
45781742,BMW,528,2011,Sedan,Yes,Petrol,2.0 Turbo,192000 km,6.0,Automatic,4x4,04-May,White,8,707,30420
45733194,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,56554 km,4.0,Automatic,Front,04-May,Black,4,707,11770
45473360,SCION,tC,2010,Coupe,No,Petrol,2.4,107000 km,4.0,Automatic,Front,02-Mar,Carnelian red,8,986,10976
45789995,KIA,Sportage,2007,Jeep,Yes,Diesel,2,82944 km,4.0,Automatic,Front,04-May,Silver,4,1282,6586
45797089,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,37509 km,4.0,Automatic,Front,04-May,White,4,629,15336
45760485,AUDI,Q7,2017,Jeep,Yes,Petrol,3,44642 km,6.0,Automatic,4x4,04-May,Black,0,1481,13328
45809165,TOYOTA,Aqua,2015,Hatchback,Yes,Hybrid,1.5,81200 km,4.0,Automatic,Front,04-May,Silver,4,308,21253
45788303,FORD,Transit,2001,Microbus,No,Diesel,2.4,253206 km,4.0,Manual,Rear,04-May,White,2,1998,15053
45767334,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,138491 km,4.0,Automatic,Front,04-May,Black,0,259,3763
45790960,FORD,Fiesta,2013,Hatchback,Yes,Petrol,1.7,72000 km,4.0,Automatic,Front,04-May,Black,0,557,12544
45803558,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,609333 km,4.0,Automatic,Front,04-May,Orange,4,765,12544
45798524,HYUNDAI,Elantra gt,2014,Hatchback,Yes,Petrol,2,104000 km,4.0,Automatic,Front,04-May,Red,8,639,17876
45802832,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,151594 km,4.0,Automatic,Front,04-May,Silver,4,707,27889
45730339,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,52516 km,4.0,Automatic,Front,04-May,Red,4,831,40092
45715121,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,108000 km,4.0,Tiptronic,Front,04-May,Black,10,584,15994
45801723,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,111280 km,4.0,Automatic,Front,04-May,White,4,687,18531
45772001,CHEVROLET,Traverse,2014,Jeep,Yes,Petrol,3.6,174002 km,6.0,Automatic,Front,04-May,Silver,12,1080,3920
45804894,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,68047 km,4.0,Automatic,Front,04-May,Black,4,707,27591
45660977,BMW,X5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,04-May,White,0,915,16621
45815496,LEXUS,LS 460,2013,Sedan,Yes,Petrol,4.6,154258 km,8.0,Automatic,4x4,04-May,White,12,1360,22894
45798466,VOLKSWAGEN,Tiguan,2012,Jeep,Yes,Petrol,2,98000 km,4.0,Tiptronic,4x4,04-May,White,12,642,25089
45797949,DODGE,Dart GT 2.4,2015,Sedan,Yes,Petrol,2.4,48000 km,4.0,Automatic,Front,04-May,White,4,900,18189
45760642,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,260133 km,4.0,Automatic,4x4,04-May,Silver,0,781,4861
45661019,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998 km,6.0,Automatic,4x4,04-May,Silver,12,1598,4547
45801507,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,126199 km,4.0,Automatic,Front,04-May,White,4,730,21075
45776835,HYUNDAI,Sonata HYBRID,2011,Sedan,Yes,Hybrid,2.4,88400 km,4.0,Tiptronic,Front,04-May,Grey,10,831,18189
45804820,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,121189 km,4.0,Automatic,Front,04-May,Black,4,639,33908
45804841,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,32329 km,4.0,Automatic,Front,04-May,White,4,765,23060
45786551,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,122000 km,4.0,Variator,Front,04-May,Blue,8,333,23521
45809147,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,69320 km,4.0,Automatic,Front,04-May,Silver,4,833,27174
45809741,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.5,35934 km,4.0,Automatic,Front,04-May,Black,4,690,45872
45796759,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,97440 km,4.0,Automatic,Front,04-May,Grey,4,1249,44517
45809202,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,95303 km,4.0,Automatic,Front,04-May,Brown,4,833,39085
45541332,MAZDA,Mazda 6,2014,Sedan,No,Petrol,2.5,125000 km,4.0,Automatic,Front,04-May,Grey,12,777,24148
45211794,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,93000 km,4.0,Automatic,Front,04-May,White,12,1051,15994
45641230,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Black,12,609,9722
45814381,FORD,Focus,2009,Goods wagon,No,Diesel,1.6 Turbo,230000 km,6.0,Manual,Front,04-May,Blue,0,790,9408
45794093,OPEL,Corsa,1999,Sedan,Yes,Petrol,1.2,111111 km,4.0,Manual,Front,04-May,Black,4,1045,5488
45803047,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,172137 km,4.0,Automatic,Front,04-May,White,4,639,33243
45655748,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Grey,12,690,34811
45810148,CHEVROLET,Lacetti,2010,Sedan,Yes,Diesel,2,161629 km,4.0,Automatic,Front,04-May,Grey,4,836,10669
45733141,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,339603 km,4.0,Automatic,Front,04-May,Silver,4,765,15367
45802246,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,97010 km,4.0,Automatic,Front,04-May,Grey,4,777,34108
45729688,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,50015 km,4.0,Automatic,Front,04-May,Blue,4,530,28241
45806393,NISSAN,Frontier,2014,Sedan,Yes,Petrol,2.5,86203 km,4.0,Automatic,Rear,04-May,Grey,12,777,8467
45802256,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,139905 km,4.0,Automatic,Front,04-May,Silver,4,777,36968
45809607,TOYOTA,Aqua,2018,Hatchback,Yes,Petrol,1.5,2000 km,4.0,Automatic,Front,04-May,Blue,4,831,42538
45789756,AUDI,A4,2013,Sedan,Yes,Petrol,2.0 Turbo,176000 km,4.0,Tiptronic,Front,04-May,Grey,10,640,29793
45809877,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,138000 km,4.0,Automatic,Front,04-May,Blue,4,503,16107
45757662,FORD,Fusion,2013,Sedan,No,Petrol,2.5,83718 km,4.0,Automatic,Front,04-May,White,0,779,12858
45798237,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,71551 km,4.0,Automatic,Front,04-May,Grey,4,880,36401
45640542,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,124493 km,4.0,Automatic,Front,04-May,White,0,333,4861
45732364,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,2730 km,4.0,Automatic,Front,04-May,Grey,4,1077,73310
45804182,JAGUAR,XF,2013,Sedan,Yes,Petrol,3,90000 km,4.0,Automatic,Front,04-May,White,4,917,41629
45794580,OPEL,Combo,2007,Goods wagon,No,Diesel,1.7 Turbo,236000 km,4.0,Manual,Front,04-May,Beige,4,1107,8781
45730717,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,135378 km,4.0,Automatic,Front,04-May,White,4,629,16621
45725699,CHEVROLET,Sonic,2016,Sedan,Yes,Petrol,1.4,78000 km,4.0,Tiptronic,Front,04-May,White,10,650,21000
38150576,FIAT,500 Sport,2015,Hatchback,Yes,Petrol,1.4,59763 km,4.0,Manual,Front,02-Mar,Blue,6,562,11133
45642840,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,144872 km,4.0,Automatic,Front,04-May,White,0,502,8311
44236177,BUICK,Encore,2015,Jeep,No,Petrol,1.4,85000 km,4.0,Tiptronic,Front,04-May,Black,10,562,28100
45809922,TOYOTA,Aqua,2014,Hatchback,Yes,Hybrid,1.5,69650 km,4.0,Automatic,Front,04-May,Blue,4,271,19030
45549461,VOLKSWAGEN,Passat se,2012,Sedan,Yes,Petrol,2.5,71000 km,5.0,Tiptronic,Front,04-May,Grey,6,781,20385
45642365,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4.0,Automatic,Front,04-May,White,12,609,18817
45809207,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.3,109839 km,4.0,Automatic,Front,04-May,Blue,4,609,14831
45732610,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,143470 km,4.0,Automatic,Front,04-May,White,4,833,53580
45805554,OPEL,Astra,2007,Universal,No,Diesel,1.9 Turbo,2000 km,4.0,Manual,Front,04-May,Black,10,1228,8781
45789961,KIA,Sportage,2007,Jeep,Yes,Diesel,2,91232 km,4.0,Automatic,Front,04-May,White,4,1282,6899
45651910,FORD,Fusion,2016,Sedan,Yes,Hybrid,2,194974 km,4.0,Automatic,Front,04-May,Black,0,431,8781
44139654,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,158000 km,4.0,Manual,Front,04-May,White,2,1408,16618
45794587,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,30000 km,4.0,Variator,Front,04-May,Grey,10,397,40456
45797130,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127500 km,4.0,Automatic,Front,04-May,White,4,583,14454
45768517,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Black,0,1363,54568
45809564,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,119130 km,4.0,Automatic,Front,04-May,Black,4,501,28592
45774110,HONDA,FIT,2011,Hatchback,No,Petrol,1.5,80000 km,4.0,Automatic,Front,04-May,White,8,552,14269
45797260,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,22016 km,4.0,Automatic,Front,04-May,Grey,4,1079,46534
45804535,JEEP,Wrangler,2014,Jeep,Yes,Diesel,2.8,176300 km,4.0,Automatic,Front,04-May,Brown,4,859,58971
45801714,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,111232 km,4.0,Automatic,Front,04-May,White,4,528,18826
45796175,FORD,Fusion,2015,Sedan,No,Petrol,2,128000 km,4.0,Tiptronic,Front,04-May,White,10,765,20385
45617663,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,205712 km,4.0,Automatic,Front,04-May,Brown,8,503,16935
45803425,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,88900 km,4.0,Automatic,Front,04-May,White,4,891,23433
45813638,BMW,328,2012,Sedan,Yes,Petrol,2.0 Turbo,206400 km,4.0,Tiptronic,Rear,04-May,Black,12,642,26657
45797176,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,117595 km,4.0,Automatic,Front,04-May,White,4,1091,32578
45792175,TOYOTA,Corolla,2020,Sedan,Yes,Hybrid,1.8,7467 km,4.0,Automatic,Front,04-May,Blue,12,460,6899
